36,65,-89.188,36.553
36,67,-88.65,36.723
36,69,-88.972,36.676
36,83,-88.083,37.024
36,99,-87.859,36.808
36,117,-86.143,32.597
36,121,-85.693,32.387
37,29,-85.823,33.772
37,139,-87.843,34.442
37,171,-93.612,33.241
37,193,-82.3,32.591
38,17,-81.618,32.745
38,77,-83.228,34.375
38,81,-84.838,34.241
39,1,-85.214,34.264
39,11,-83.754,31.915
39,15,-83.269,30.833
39,21,-83.62,31.725
39,23,-83.85,31.552
39,25,-84.73,31.163
39,27,-84.752,31.763
39,31,-84.204,32.042
39,33,-88.048,38.417
39,37,-88.539,38.085
39,39,-88.545,37.752
39,45,-89.381,37.786
39,47,-86.627,38.081
39,49,-86.802,38.705
39,51,-87.233,38.398
39,53,-95.619,41.034
39,57,-94.697,40.738
39,67,-95.756,39.042
39,71,-95.147,39.789
39,75,-98.145,37.553
39,83,-99.235,38.181
39,95,-100.45,37.745
39,97,-100.88,37.555
39,101,-100.85,37.181
39,103,-84.546,37.63
39,107,-84.334,38.445
39,109,-85.153,36.729
39,113,-87.134,37.214
39,119,-88.333,36.882
39,129,-92.317,34.774
39,131,-83.663,32.458
39,135,-88.431,41.588
39,137,-89.245,37.486
39,141,-97.641,39.487
39,143,-96.727,39.291
39,145,-99.287,37.561
39,147,-98.74,37.648
39,149,-98.72,38.036
39,151,-99.885,37.688
39,155,-101.32,37.201
39,159,-87.542,37.311
39,161,-82.533,32.172
39,165,-99.305,37.884
39,167,-100.74,38.05
39,169,-84.314,37.361
39,171,-88.363,37.21
39,175,-84.862,38.76
40,93,-101.35,38.482
42,11,-91.994,31.085
42,27,-91.847,31.667
42,29,-91.626,31.47
42,41,-92.562,31.598
42,55,-91.605,30.708
42,71,-92.536,31.193
42,75,-91.989,30.583
42,77,-92.155,32.478
46,13,-91.234,32.73
46,15,-91.672,32.139
46,23,-91.242,32.341
46,83,-91.8,32.82
46,99,-91.748,32.413
46,115,-91.343,32.001
46,125,-91.452,32.792
46,127,-93.882,32.577
46,135,-93.083,31.733
47,3,-76.047,38.429
47,5,-75.853,38.074
47,9,-75.31,38.222
47,11,-76.617,39.443
47,15,-77.015,39.563
47,17,-77.398,39.47
47,31,-76.3,39.537
47,33,-77.203,39.137
47,39,-76.53,38.22
47,45,-75.832,38.872
47,47,-76.126,39.241
47,51,-76.082,39.041
47,53,-84.39,43.99
47,55,-84.605,43.292
47,59,-84.839,43.645
47,71,-84.379,43.648
47,75,-85.149,43.313
47,79,-83.741,44.037
47,81,-83.979,43.7
47,85,-82.857,43.908
47,97,-84.055,43.328
47,99,-82.643,43.449
47,103,-83.437,43.488
47,107,-85.315,42.583
47,111,-85.067,41.918
47,113,-85.012,42.243
47,115,-84.592,42.95
47,117,-84.847,42.59
47,119,-84.642,41.864
47,123,-84.374,42.604
47,125,-85.074,42.945
47,131,-84.421,42.248
47,133,-84.146,42.952
47,147,-85.523,41.911
47,149,-83.706,43.021
47,159,-83.224,43.089
47,165,-84.074,41.896
47,167,-83.912,42.603
47,177,-82.911,42.671
47,183,-83.487,41.916
47,185,-83.384,42.66
48,195,-82.669,42.929
48,341,-83.845,42.252
48,357,-86.635,42.596
48,421,-86,41.917
51,1,-85.533,42.246
51,101,-85.547,43.032
51,109,-86.751,43.997
51,137,-86.752,43.289
51,165,-85.791,43.563
51,171,-94.001,45.701
55,11,-93.8,44.821
55,17,-95.005,45.153
55,21,-94.272,44.822
55,23,-94.527,45.123
55,25,-94.267,46.02
55,27,-94.956,44.724
55,33,-93.534,44.652
55,35,-94.23,44.576
55,39,-94.61,45.555
55,43,-94.901,46.067
55,47,-93.966,45.175
55,49,-93.243,45.274
55,53,-92.904,45.505
55,57,-93.475,45.006
55,63,-93.633,45.929
55,65,-92.763,46.101
55,71,-92.89,45.038
55,81,-96.495,46.898
55,91,-95.811,47.328
55,93,-96.087,47.865
55,95,-94.064,44.034
55,97,-94.734,44.247
55,101,-93.947,43.677
55,103,-93.35,43.674
55,105,-93.73,44.373
55,109,-94.537,43.677
55,111,-94.246,44.359
55,117,-93.299,44.351
55,121,-93.22,44.015
55,123,-93.59,44.018
55,127,-94.614,43.978
55,129,-93.062,44.671
55,131,-92.869,44.021
55,133,-92.094,43.679
55,137,-92.716,44.406
