Year,State,County ANSI,Value,Type
2014,s17,c009,196.6,C
2014,s19,c087,196.6,C
2014,s31,c169,196.6,C
2019,s19,c195,196.5,C
2018,s19,c115,196.5,C
2015,s19,c067,196.5,C
2011,s19,c017,196.5,C
2010,s19,c167,196.5,C
2018,s05,c031,196.4,C
2018,s27,c067,196.4,C
2017,s19,c087,196.4,C
2016,s27,c067,196.4,C
2016,s27,c073,196.4,C
2014,s17,c049,196.4,C
2014,s17,c193,196.4,C
2014,s18,c095,196.4,C
2014,s29,c133,196.4,C
2019,s28,c137,196.3,C
2017,s18,c147,196.3,C
2016,s19,c067,196.3,C
2016,s31,c149,196.3,C
2019,s17,c095,196.2,C
2018,s18,c027,196.2,C
2018,s39,c161,196.2,C
2017,s05,c003,196.2,C
2017,s19,c059,196.2,C
2016,s27,c079,196.2,C
2014,s39,c137,196.2,C
2019,s13,c321,196.1,C
2019,s19,c045,196.1,C
2014,s17,c035,196.1,C
2014,s17,c015,196.1,C
2012,s13,c165,196.1,C
2019,s21,c227,196,C
2019,s42,c029,196,C
2018,s17,c075,196,C
2018,s31,c011,196,C
2017,s19,c133,196,C
2016,s19,c147,196,C
2015,s19,c119,196,C
2014,s17,c011,196,C
2014,s18,c153,196,C
2014,s20,c013,196,C
2013,s19,c061,196,C
2012,s31,c081,196,C
2019,s31,c001,195.9,C
2018,s28,c135,195.9,C
2017,s17,c091,195.9,C
2017,s31,c141,195.9,C
2016,s19,c029,195.9,C
2016,s27,c037,195.9,C
2015,s19,c163,195.9,C
2014,s18,c017,195.9,C
2013,s18,c107,195.9,C
2017,s19,c155,195.8,C
2015,s19,c055,195.8,C
2015,s31,c027,195.8,C
2014,s13,c253,195.8,C
2018,s28,c053,195.7,C
2017,s39,c057,195.7,C
2014,s17,c125,195.7,C
2013,s13,c205,195.7,C
2019,s17,c177,195.6,C
2019,s31,c173,195.5,C
2018,s18,c017,195.5,C
2017,s13,c071,195.5,C
2017,s27,c169,195.5,C
2016,s17,c091,195.5,C
2014,s19,c049,195.5,C
2019,s31,c019,195.4,C
2018,s19,c057,195.4,C
2017,s05,c111,195.4,C
2017,s19,c147,195.4,C
2017,s31,c119,195.4,C
2016,s27,c109,195.4,C
2015,s19,c027,195.4,C
2014,s31,c141,195.4,C
2010,s27,c039,195.4,C
2018,s31,c155,195.3,C
2017,s01,c033,195.3,C
2017,s39,c159,195.3,C
2016,s55,c055,195.3,C
2015,s19,c165,195.3,C
2014,s18,c051,195.3,C
2013,s19,c141,195.3,C
2012,s28,c055,195.3,C
2019,s27,c049,195.2,C
2018,s27,c037,195.2,C
2016,s27,c139,195.2,C
2015,s31,c119,195.2,C
2014,s13,c201,195.2,C
2014,s19,c179,195.2,C
2014,s24,c029,195.2,C
2010,s19,c119,195.2,C
2018,s19,c071,195.1,C
2018,s39,c091,195.1,C
2017,s19,c025,195.1,C
2017,s39,c021,195.1,C
2016,s17,c057,195.1,C
2011,s31,c001,195.1,C
2019,s19,c049,195,C
2018,s21,c067,195,C
2018,s21,c135,195,C
2018,s31,c061,195,C
2018,s39,c025,195,C
2018,s47,c031,195,C
2015,s19,c183,195,C
2014,s05,c079,195,C
2014,s39,c023,195,C
2015,s19,c127,194.9,C
2013,s13,c253,194.9,C
2012,s05,c117,194.9,C
2019,s19,c015,194.8,C
2019,s31,c107,194.8,C
2018,s47,c123,194.8,C
2017,s55,c105,194.8,C
2015,s19,c091,194.8,C
2015,s29,c133,194.8,C
2015,s31,c053,194.8,C
2014,s17,c155,194.8,C
2017,s17,c017,194.7,C
2017,s29,c143,194.7,C
2017,s55,c093,194.7,C
2016,s27,c155,194.7,C
2015,s19,c025,194.7,C
2015,s31,c167,194.7,C
2015,s42,c029,194.7,C
2019,s18,c015,194.6,C
2018,s28,c137,194.6,C
2017,s18,c051,194.6,C
2017,s19,c079,194.6,C
2016,s19,c111,194.6,C
2015,s05,c041,194.6,C
2014,s05,c021,194.6,C
2019,s19,c131,194.5,C
2018,s05,c003,194.5,C
2018,s18,c001,194.5,C
2017,s19,c161,194.5,C
2016,s31,c163,194.5,C
2016,s46,c051,194.5,C
2015,s19,c059,194.5,C
2014,s19,c163,194.5,C
2014,s29,c103,194.5,C
2012,s27,c039,194.5,C
2019,s27,c045,194.4,C
2017,s19,c037,194.4,C
2017,s28,c135,194.4,C
2016,s27,c121,194.4,C
2013,s05,c093,194.4,C
2018,s17,c033,194.3,C
2018,s18,c145,194.3,C
2018,s27,c099,194.3,C
2018,s38,c077,194.3,C
2017,s17,c169,194.3,C
2014,s29,c147,194.3,C
2013,s31,c047,194.3,C
2019,s17,c107,194.2,C
2019,s19,c089,194.2,C
2017,s17,c183,194.2,C
2016,s20,c175,194.2,C
2015,s55,c065,194.2,C
2014,s17,c073,194.2,C
2014,s18,c181,194.2,C
2014,s18,c083,194.2,C
2014,s31,c159,194.2,C
2014,s47,c159,194.2,C
2014,s47,c115,194.2,C
2012,s20,c119,194.2,C
2019,s17,c187,194.1,C
2018,s13,c279,194.1,C
2018,s17,c007,194.1,C
2018,s31,c159,194.1,C
2018,s46,c101,194.1,C
2018,s55,c127,194.1,C
2016,s27,c063,194.1,C
2015,s13,c277,194.1,C
2014,s13,c099,194.1,C
2014,s17,c037,194.1,C
2014,s18,c047,194.1,C
2013,s19,c167,194.1,C
2012,s13,c099,194.1,C
2010,s27,c099,194.1,C
2018,s21,c031,194,C
2018,s21,c227,194,C
2017,s18,c027,194,C
2017,s18,c163,194,C
2016,s31,c179,194,C
2013,s21,c149,194,C
2019,s28,c125,193.9,C
2016,s17,c201,193.9,C
2014,s28,c135,193.9,C
2017,s05,c041,193.8,C
2017,s22,c067,193.8,C
2016,s46,c099,193.8,C
2015,s46,c027,193.8,C
2014,s28,c163,193.8,C
2014,s39,c107,193.8,C
2013,s17,c037,193.8,C
2010,s27,c049,193.8,C
2019,s19,c031,193.7,C
2018,s19,c015,193.7,C
2016,s27,c047,193.7,C
2016,s28,c083,193.7,C
2015,s17,c161,193.7,C
2015,s19,c029,193.7,C
2019,s17,c041,193.6,C
2016,s17,c075,193.6,C
2016,s19,c033,193.6,C
2016,s31,c059,193.6,C
2014,s31,c011,193.6,C
2014,s47,c075,193.6,C
2013,s18,c139,193.6,C
2017,s28,c125,193.5,C
2017,s55,c021,193.5,C
2016,s27,c019,193.5,C
2016,s27,c157,193.5,C
2015,s27,c105,193.5,C
2015,s27,c023,193.5,C
2014,s17,c131,193.5,C
2013,s05,c069,193.5,C
2019,s17,c143,193.4,C
2017,s27,c105,193.4,C
2016,s17,c045,193.4,C
2015,s31,c023,193.4,C
2014,s05,c003,193.4,C
2014,s17,c141,193.4,C
2013,s05,c041,193.4,C
2019,s19,c081,193.3,C
2019,s28,c001,193.3,C
2018,s19,c131,193.3,C
2018,s19,c025,193.3,C
2016,s17,c171,193.3,C
2015,s19,c023,193.3,C
2015,s27,c083,193.3,C
2019,s17,c071,193.2,C
2018,s05,c079,193.2,C
2018,s13,c201,193.2,C
2017,s19,c085,193.2,C
2016,s31,c141,193.2,C
2015,s17,c073,193.2,C
2015,s19,c043,193.2,C
2015,s31,c021,193.2,C
2015,s42,c075,193.2,C
2014,s19,c107,193.2,C
2014,s31,c017,193.2,C
2014,s39,c063,193.2,C
2013,s05,c003,193.2,C
2012,s31,c185,193.2,C
2010,s19,c195,193.2,C
2019,s31,c159,193.1,C
2018,s19,c021,193.1,C
2017,s19,c145,193.1,C
2016,s17,c001,193.1,C
2014,s28,c143,193.1,C
2019,s47,c113,193,C
2018,s19,c119,193,C
2018,s31,c121,193,C
2017,s19,c149,193,C
2013,s18,c129,193,C
2018,s19,c037,192.9,C
2018,s48,c341,192.9,C
2017,s17,c153,192.9,C
2015,s19,c013,192.9,C
2014,s18,c065,192.9,C
2014,s29,c163,192.9,C
2013,s31,c121,192.9,C
2010,s19,c075,192.9,C
2019,s05,c001,192.8,C
2018,s39,c165,192.8,C
2016,s31,c071,192.8,C
2015,s05,c079,192.8,C
2015,s28,c151,192.8,C
2013,s31,c039,192.8,C
2012,s05,c043,192.8,C
2010,s27,c109,192.8,C
2018,s05,c069,192.7,C
2018,s18,c121,192.7,C
2018,s46,c079,192.7,C
2016,s18,c067,192.7,C
2016,s27,c049,192.7,C
2015,s13,c253,192.7,C
2015,s21,c231,192.7,C
2014,s17,c027,192.7,C
2013,s17,c115,192.7,C
2010,s19,c143,192.7,C
2019,s31,c125,192.6,C
2017,s29,c095,192.6,C
2016,s13,c087,192.6,C
2015,s27,c163,192.6,C
2014,s17,c177,192.6,C
2013,s13,c243,192.6,C
2018,s27,c049,192.5,C
2018,s31,c141,192.5,C
2017,s28,c055,192.5,C
2017,s55,c045,192.5,C
2016,s55,c025,192.5,C
2015,s05,c111,192.5,C
2015,s17,c177,192.5,C
2012,s28,c151,192.5,C
2019,s18,c171,192.4,C
2019,s55,c049,192.4,C
2018,s27,c045,192.4,C
2017,s19,c015,192.4,C
2013,s13,c161,192.4,C
2013,s17,c175,192.4,C
2013,s29,c069,192.4,C
2013,s39,c021,192.4,C
2019,s48,c341,192.3,C
2018,s05,c041,192.3,C
2018,s19,c169,192.3,C
2017,s01,c005,192.3,C
2017,s05,c001,192.3,C
2017,s22,c025,192.3,C
2015,s19,c015,192.3,C
2014,s28,c055,192.3,C
2013,s17,c203,192.3,C
2013,s18,c017,192.3,C
2019,s17,c093,192.2,C
2019,s19,c167,192.2,C
2019,s29,c195,192.2,C
2019,s31,c023,192.2,C
2018,s19,c077,192.2,C
2018,s27,c147,192.2,C
2017,s17,c001,192.2,C
2017,s39,c097,192.2,C
2014,s19,c177,192.2,C
2014,s29,c005,192.2,C
2014,s39,c161,192.2,C
2013,s17,c063,192.2,C
2012,s05,c079,192.2,C
2018,s18,c093,192.1,C
2018,s39,c159,192.1,C
2017,s31,c021,192.1,C
2016,s13,c205,192.1,C
2016,s13,c261,192.1,C
2014,s19,c095,192.1,C
2014,s22,c067,192.1,C
2019,s17,c195,192,C
2017,s13,c087,192,C
2017,s27,c173,192,C
2016,s46,c077,192,C
2015,s26,c157,192,C
2015,s27,c085,192,C
2015,s27,c045,192,C
2018,s39,c015,191.9,C
2015,s17,c071,191.9,C
2015,s21,c091,191.9,C
2015,s27,c117,191.9,C
2013,s05,c021,191.9,C
2013,s22,c077,191.9,C
2013,s29,c133,191.9,C
2019,s17,c201,191.8,C
2019,s19,c033,191.8,C
2019,s31,c077,191.8,C
2019,s47,c039,191.8,C
2018,s39,c021,191.8,C
2018,s46,c057,191.8,C
2018,s46,c109,191.8,C
2017,s31,c177,191.8,C
2017,s42,c029,191.8,C
2016,s18,c045,191.8,C
2015,s19,c065,191.8,C
2013,s31,c053,191.8,C
2010,s19,c093,191.8,C
2019,s05,c031,191.7,C
2019,s17,c061,191.7,C
2019,s48,c357,191.7,C
2018,s18,c177,191.7,C
2018,s39,c047,191.7,C
2016,s46,c079,191.7,C
2015,s28,c055,191.7,C
2014,s39,c125,191.7,C
2014,s42,c075,191.7,C
2014,s47,c051,191.7,C
2013,s17,c089,191.7,C
2013,s18,c069,191.7,C
2019,s31,c035,191.6,C
2018,s55,c027,191.6,C
2017,s21,c149,191.6,C
2015,s19,c019,191.6,C
2014,s17,c119,191.6,C
2013,s13,c027,191.6,C
2012,s05,c069,191.6,C
2018,s19,c137,191.5,C
2018,s28,c083,191.5,C
2018,s46,c099,191.5,C
2017,s39,c047,191.5,C
2016,s19,c195,191.5,C
2015,s27,c139,191.5,C
2014,s01,c033,191.5,C
2014,s19,c099,191.5,C
2014,s19,c071,191.5,C
2014,s29,c186,191.5,C
2014,s39,c057,191.5,C
2013,s18,c023,191.5,C
2013,s21,c231,191.5,C
2012,s13,c261,191.5,C
2019,s19,c145,191.4,C
2018,s13,c321,191.4,C
2018,s18,c103,191.4,C
2018,s28,c051,191.4,C
2017,s55,c025,191.4,C
2016,s46,c025,191.4,C
2014,s17,c007,191.4,C
2010,s19,c089,191.4,C
2017,s17,c085,191.3,C
2017,s55,c043,191.3,C
2014,s19,c183,191.3,C
2014,s29,c177,191.3,C
2019,s17,c141,191.2,C
2017,s10,c005,191.2,C
2017,s31,c023,191.2,C
2017,s47,c051,191.2,C
2016,s27,c015,191.2,C
2015,s05,c003,191.2,C
2014,s22,c035,191.2,C
2013,s17,c123,191.2,C
2013,s17,c137,191.2,C
2013,s18,c159,191.2,C
2018,s05,c117,191.1,C
2016,s31,c153,191.1,C
2016,s31,c139,191.1,C
2016,s31,c173,191.1,C
2013,s13,c321,191.1,C
2013,s31,c099,191.1,C
2012,s05,c031,191.1,C
2018,s31,c163,191,C
2017,s17,c149,191,C
2015,s31,c121,191,C
2015,s46,c099,191,C
2013,s17,c095,191,C
2010,s27,c131,191,C
2019,s31,c021,190.9,C
2017,s13,c251,190.9,C
2017,s19,c151,190.9,C
2017,s21,c047,190.9,C
2017,s31,c035,190.9,C
2016,s05,c069,190.9,C
2014,s39,c069,190.9,C
2019,s19,c021,190.8,C
2019,s27,c037,190.8,C
2018,s17,c111,190.8,C
2017,s47,c149,190.8,C
2016,s39,c027,190.8,C
2015,s27,c129,190.8,C
2015,s42,c071,190.8,C
2015,s46,c101,190.8,C
2014,s31,c019,190.8,C
2013,s21,c211,190.8,C
2017,s21,c227,190.7,C
2017,s48,c357,190.7,C
2016,s27,c013,190.7,C
2014,s10,c003,190.7,C
2014,s18,c143,190.7,C
2012,s28,c083,190.7,C
2010,s19,c141,190.7,C
2019,s19,c095,190.6,C
2018,s46,c039,190.6,C
2017,s17,c117,190.6,C
2017,s21,c021,190.6,C
2017,s22,c035,190.6,C
2017,s27,c149,190.6,C
2016,s18,c023,190.6,C
2016,s28,c125,190.6,C
2016,s31,c167,190.6,C
2015,s19,c097,190.6,C
2015,s31,c011,190.6,C
2013,s22,c041,190.6,C
2013,s31,c089,190.6,C
2012,s31,c019,190.6,C
2011,s19,c187,190.6,C
2017,s19,c005,190.5,C
2015,s10,c005,190.5,C
2015,s18,c117,190.5,C
2014,s19,c127,190.5,C
2013,s19,c119,190.5,C
2010,s19,c131,190.5,C
2010,s19,c191,190.5,C
2019,s28,c083,190.4,C
2018,s55,c049,190.4,C
2014,s17,c201,190.4,C
2014,s18,c093,190.4,C
2014,s18,c037,190.4,C
2014,s29,c227,190.4,C
2018,s17,c037,190.3,C
2017,s10,c001,190.3,C
2017,s13,c321,190.3,C
2017,s17,c059,190.3,C
2017,s27,c151,190.3,C
2016,s19,c001,190.3,C
2015,s18,c129,190.3,C
2015,s19,c123,190.3,C
2015,s31,c139,190.3,C
2014,s13,c243,190.3,C
2018,s19,c125,190.2,C
2017,s18,c031,190.2,C
2017,s27,c051,190.2,C
2016,s27,c055,190.2,C
2016,s46,c109,190.2,C
2014,s29,c207,190.2,C
2018,s22,c083,190.1,C
2017,s13,c205,190.1,C
2017,s18,c129,190.1,C
2017,s19,c129,190.1,C
2017,s31,c153,190.1,C
2015,s31,c103,190.1,C
2014,s31,c143,190.1,C
2019,s21,c141,190,C
2018,s27,c111,190,C
2018,s39,c065,190,C
2015,s05,c085,190,C
2014,s19,c187,190,C
2013,s31,c021,190,C
2013,s37,c039,190,C
2019,s18,c107,189.9,C
2019,s19,c123,189.9,C
2017,s17,c007,189.9,C
2017,s29,c069,189.9,C
2017,s47,c177,189.9,C
2015,s31,c051,189.9,C
2014,s18,c179,189.9,C
2014,s19,c123,189.9,C
2014,s19,c093,189.9,C
2013,s27,c165,189.9,C
2011,s19,c197,189.9,C
2015,s19,c009,189.8,C
2014,s47,c015,189.8,C
2013,s18,c011,189.8,C
2010,s17,c015,189.8,C
2018,s05,c021,189.7,C
2018,s19,c087,189.7,C
2015,s17,c021,189.7,C
2013,s39,c097,189.7,C
2011,s19,c069,189.7,C
2010,s19,c161,189.7,C
2018,s13,c165,189.6,C
2017,s18,c021,189.6,C
2016,s18,c017,189.6,C
2014,s19,c025,189.6,C
2013,s17,c141,189.6,C
2017,s05,c079,189.5,C
2017,s39,c041,189.5,C
2015,s19,c171,189.5,C
2015,s19,c085,189.5,C
2013,s28,c051,189.5,C
2012,s20,c081,189.5,C
2019,s17,c139,189.4,C
2018,s17,c089,189.4,C
2018,s47,c055,189.4,C
2016,s46,c127,189.4,C
2015,s17,c019,189.4,C
2010,s31,c099,189.4,C
2019,s19,c169,189.3,C
2019,s19,c163,189.3,C
2018,s17,c025,189.3,C
2018,s18,c005,189.3,C
2017,s31,c011,189.3,C
2014,s05,c017,189.3,C
2013,s05,c031,189.3,C
2013,s39,c051,189.3,C
2010,s27,c143,189.3,C
2010,s27,c037,189.3,C
2019,s27,c129,189.2,C
2019,s55,c045,189.2,C
2018,s18,c061,189.2,C
2018,s55,c093,189.2,C
2017,s05,c043,189.2,C
2017,s18,c099,189.2,C
2017,s22,c123,189.2,C
2016,s18,c181,189.2,C
2016,s27,c163,189.2,C
2016,s55,c093,189.2,C
2015,s19,c113,189.2,C
2015,s31,c107,189.2,C
2014,s13,c205,189.2,C
2010,s27,c133,189.2,C
2010,s31,c081,189.2,C
2019,s27,c099,189.1,C
2018,s19,c165,189.1,C
2016,s46,c091,189.1,C
2015,s05,c001,189.1,C
2015,s13,c165,189.1,C
2014,s47,c099,189.1,C
2013,s05,c043,189.1,C
2013,s13,c081,189.1,C
2012,s05,c085,189.1,C
2017,s27,c073,189,C
2016,s05,c003,189,C
2016,s19,c103,189,C
2016,s19,c177,189,C
2015,s19,c073,189,C
2015,s27,c015,189,C
2013,s28,c125,189,C
2010,s39,c057,189,C
2019,s17,c085,188.9,C
2019,s27,c023,188.9,C
2018,s19,c079,188.9,C
2018,s21,c231,188.9,C
2018,s55,c025,188.9,C
2017,s31,c055,188.9,C
2017,s47,c119,188.9,C
2016,s01,c005,188.9,C
2016,s22,c077,188.9,C
2015,s05,c043,188.9,C
2014,s05,c001,188.9,C
2014,s19,c097,188.9,C
2013,s19,c149,188.9,C
2019,s17,c037,188.8,C
2019,s17,c109,188.8,C
2017,s17,c049,188.8,C
2017,s47,c099,188.8,C
2016,s18,c139,188.8,C
2016,s46,c013,188.8,C
2015,s19,c031,188.8,C
2013,s39,c137,188.8,C
2011,s19,c037,188.8,C
2010,s31,c017,188.8,C
2017,s17,c009,188.7,C
2016,s19,c051,188.7,C
2016,s27,c041,188.7,C
2014,s26,c077,188.7,C
2013,s17,c059,188.7,C
2019,s27,c085,188.6,C
2018,s18,c075,188.6,C
2018,s28,c011,188.6,C
2018,s31,c151,188.6,C
2014,s18,c059,188.6,C
2014,s19,c027,188.6,C
2013,s05,c079,188.6,C
2013,s17,c113,188.6,C
2012,s05,c001,188.6,C
2012,s05,c017,188.6,C
2017,s22,c043,188.5,C
2015,s13,c287,188.5,C
2015,s17,c029,188.5,C
2015,s27,c157,188.5,C
2014,s18,c101,188.5,C
2014,s31,c179,188.5,C
2016,s19,c129,188.4,C
2016,s29,c127,188.4,C
2015,s17,c103,188.4,C
2014,s19,c157,188.4,C
2013,s31,c043,188.4,C
2019,s27,c143,188.3,C
2017,s31,c077,188.3,C
2016,s27,c131,188.3,C
2019,s05,c079,188.2,C
2019,s31,c041,188.2,C
2019,s31,c129,188.2,C
2017,s31,c029,188.2,C
2017,s39,c129,188.2,C
2017,s39,c109,188.2,C
2017,s46,c011,188.2,C
2015,s17,c129,188.2,C
2015,s19,c045,188.2,C
2015,s31,c041,188.2,C
2014,s19,c115,188.2,C
2013,s28,c027,188.2,C
2019,s17,c131,188.1,C
2018,s05,c147,188.1,C
2018,s19,c187,188.1,C
2018,s19,c145,188.1,C
2018,s27,c053,188.1,C
2018,s47,c075,188.1,C
2016,s05,c043,188.1,C
2016,s27,c011,188.1,C
2015,s21,c057,188.1,C
2014,s19,c139,188.1,C
2019,s21,c047,188,C
2019,s21,c225,188,C
2019,s47,c125,188,C
2019,s47,c147,188,C
2019,s51,c109,188,C
2018,s13,c287,188,C
2018,s21,c149,188,C
2018,s39,c129,188,C
2017,s18,c165,188,C
2016,s19,c059,188,C
2016,s37,c029,188,C
2015,s19,c169,188,C
2015,s22,c067,188,C
2014,s18,c077,188,C
2014,s18,c163,188,C
2010,s27,c091,188,C
2018,s17,c009,187.9,C
2017,s19,c021,187.9,C
2016,s31,c143,187.9,C
2015,s21,c227,187.9,C
2014,s18,c145,187.9,C
2013,s05,c107,187.9,C
2019,s27,c013,187.8,C
2015,s31,c175,187.8,C
2014,s28,c103,187.8,C
2014,s29,c019,187.8,C
2014,s29,c041,187.8,C
2013,s17,c109,187.8,C
2013,s27,c091,187.8,C
2019,s17,c135,187.7,C
2018,s27,c055,187.7,C
2017,s46,c101,187.7,C
2017,s55,c027,187.7,C
2016,s21,c057,187.7,C
2015,s05,c017,187.7,C
2015,s22,c041,187.7,C
2010,s31,c185,187.7,C
2019,s31,c055,187.6,C
2018,s20,c151,187.6,C
2017,s05,c085,187.6,C
2017,s24,c015,187.6,C
2016,s38,c045,187.6,C
2015,s31,c177,187.6,C
2014,s17,c059,187.6,C
2014,s29,c219,187.6,C
2010,s27,c045,187.6,C
2018,s18,c059,187.5,C
2018,s27,c173,187.5,C
2018,s31,c177,187.5,C
2017,s47,c055,187.5,C
2016,s38,c081,187.5,C
2015,s19,c011,187.5,C
2014,s29,c159,187.5,C
2014,s46,c027,187.5,C
2017,s28,c137,187.4,C
2016,s19,c003,187.4,C
2016,s27,c165,187.4,C
2016,s27,c105,187.4,C
2016,s55,c027,187.4,C
2014,s18,c041,187.4,C
2014,s19,c167,187.4,C
2014,s55,c127,187.4,C
2013,s17,c147,187.4,C
2012,s27,c157,187.4,C
2018,s18,c153,187.3,C
2017,s38,c077,187.3,C
2016,s27,c085,187.3,C
2015,s27,c173,187.3,C
2014,s19,c149,187.3,C
2013,s31,c059,187.3,C
2013,s39,c023,187.3,C
2010,s13,c163,187.3,C
2019,s19,c005,187.2,C
2018,s18,c049,187.2,C
2017,s19,c049,187.2,C
2016,s55,c049,187.2,C
2015,s05,c117,187.2,C
2014,s29,c137,187.2,C
2013,s17,c155,187.2,C
2012,s05,c003,187.2,C
2018,s13,c243,187.1,C
2018,s18,c037,187.1,C
2015,s19,c103,187.1,C
2014,s01,c079,187.1,C
2014,s31,c073,187.1,C
2014,s39,c113,187.1,C
2013,s17,c041,187.1,C
2013,s17,c193,187.1,C
2019,s17,c073,187,C
2019,s21,c213,187,C
2019,s28,c135,187,C
2019,s55,c047,187,C
2018,s05,c001,187,C
2017,s05,c069,187,C
2017,s47,c185,187,C
2015,s19,c153,187,C
2015,s39,c057,187,C
2014,s21,c225,187,C
2013,s28,c151,187,C
2011,s19,c019,187,C
2018,s20,c175,186.9,C
2017,s21,c031,186.9,C
2017,s21,c093,186.9,C
2017,s31,c121,186.9,C
2017,s39,c045,186.9,C
2016,s17,c061,186.9,C
2014,s18,c081,186.9,C
2014,s22,c077,186.9,C
2013,s17,c187,186.9,C
2010,s19,c035,186.9,C
2019,s05,c043,186.8,C
2018,s21,c021,186.8,C
2018,s31,c169,186.8,C
2015,s17,c111,186.8,C
2014,s31,c043,186.8,C
2013,s17,c099,186.8,C
2011,s19,c043,186.8,C
2019,s27,c047,186.7,C
2019,s28,c053,186.7,C
2017,s18,c167,186.7,C
2017,s27,c093,186.7,C
2017,s47,c165,186.7,C
2016,s29,c107,186.7,C
2016,s31,c077,186.7,C
2014,s55,c049,186.7,C
2011,s19,c083,186.7,C
2011,s19,c023,186.7,C
2019,s19,c119,186.6,C
2019,s31,c071,186.6,C
2017,s31,c179,186.6,C
2016,s20,c043,186.6,C
2016,s27,c053,186.6,C
2016,s31,c001,186.6,C
2015,s17,c141,186.6,C
2015,s19,c105,186.6,C
2014,s18,c079,186.6,C
2012,s27,c049,186.6,C
2011,s19,c065,186.6,C
2019,s27,c043,186.5,C
2017,s27,c121,186.5,C
2016,s17,c169,186.5,C
2015,s27,c169,186.5,C
2015,s39,c141,186.5,C
2014,s20,c189,186.5,C
2012,s31,c089,186.5,C
2011,s17,c203,186.5,C
2011,s19,c055,186.5,C
2010,s27,c147,186.5,C
2018,s17,c163,186.4,C
2017,s26,c087,186.4,C
2017,s47,c187,186.4,C
2016,s31,c079,186.4,C
2015,s10,c003,186.4,C
2013,s17,c045,186.4,C
2013,s31,c179,186.4,C
2019,s05,c111,186.3,C
2019,s05,c121,186.3,C
2019,s27,c169,186.3,C
2018,s17,c197,186.3,C
2017,s05,c055,186.3,C
2017,s21,c211,186.3,C
2017,s40,c093,186.3,C
2016,s19,c007,186.3,C
2015,s17,c155,186.3,C
2015,s31,c155,186.3,C
2015,s31,c073,186.3,C
2014,s27,c165,186.3,C
2014,s28,c027,186.3,C
2014,s31,c029,186.3,C
2012,s27,c149,186.3,C
2012,s31,c047,186.3,C
2010,s27,c101,186.3,C
2019,s27,c157,186.2,C
2018,s05,c037,186.2,C
2018,s19,c153,186.2,C
2018,s22,c041,186.2,C
2018,s46,c127,186.2,C
2017,s18,c127,186.2,C
2017,s18,c131,186.2,C
2016,s21,c231,186.2,C
2014,s17,c075,186.2,C
2014,s28,c133,186.2,C
2013,s13,c099,186.2,C
2013,s39,c027,186.2,C
2012,s27,c067,186.2,C
2011,s19,c191,186.2,C
2010,s27,c015,186.2,C
2019,s31,c151,186.1,C
2018,s05,c043,186.1,C
2018,s31,c021,186.1,C
2016,s24,c019,186.1,C
2016,s55,c039,186.1,C
2014,s21,c075,186.1,C
2014,s24,c039,186.1,C
2014,s39,c135,186.1,C
2013,s31,c003,186.1,C
2012,s27,c131,186.1,C
2011,s19,c013,186.1,C
2011,s31,c099,186.1,C
2010,s27,c129,186.1,C
2019,s18,c007,186,C
2018,s21,c091,186,C
2018,s21,c101,186,C
2018,s27,c103,186,C
2018,s31,c127,186,C
2017,s27,c117,186,C
2016,s05,c041,186,C
2016,s27,c145,186,C
2015,s31,c061,186,C
2014,s18,c055,186,C
2013,s20,c081,186,C
2010,s27,c019,186,C
2010,s27,c161,186,C
2010,s31,c001,186,C
2017,s17,c023,185.9,C
2017,s18,c137,185.9,C
2017,s36,c055,185.9,C
2017,s46,c099,185.9,C
2016,s29,c195,185.9,C
2016,s31,c023,185.9,C
2015,s17,c143,185.9,C
2015,s17,c105,185.9,C
2015,s27,c143,185.9,C
2014,s17,c181,185.9,C
2014,s29,c101,185.9,C
2014,s31,c003,185.9,C
2013,s17,c011,185.9,C
2010,s27,c157,185.9,C
2019,s31,c163,185.8,C
2019,s55,c039,185.8,C
2018,s22,c065,185.8,C
2017,s21,c101,185.8,C
2017,s39,c127,185.8,C
2016,s19,c145,185.8,C
2016,s27,c111,185.8,C
2014,s17,c161,185.8,C
2014,s18,c003,185.8,C
2014,s47,c113,185.8,C
2012,s31,c001,185.8,C
2011,s19,c089,185.8,C
2010,s19,c083,185.8,C
2010,s19,c047,185.8,C
2018,s18,c047,185.7,C
2018,s39,c141,185.7,C
2018,s55,c021,185.7,C
2017,s19,c125,185.7,C
2017,s29,c201,185.7,C
2017,s42,c097,185.7,C
2017,s47,c075,185.7,C
2016,s17,c173,185.7,C
2015,s27,c093,185.7,C
2010,s27,c063,185.7,C
2019,s18,c067,185.6,C
2019,s27,c055,185.6,C
2017,s31,c071,185.6,C
2016,s28,c133,185.6,C
2015,s05,c107,185.6,C
2015,s19,c191,185.6,C
2015,s31,c125,185.6,C
2014,s05,c117,185.6,C
2014,s17,c089,185.6,C
2014,s31,c155,185.6,C
2013,s18,c165,185.6,C
2013,s19,c045,185.6,C
2010,s27,c139,185.6,C
2019,s19,c097,185.5,C
2019,s19,c041,185.5,C
2019,s29,c107,185.5,C
2019,s39,c027,185.5,C
2019,s47,c131,185.5,C
2018,s19,c089,185.5,C
2017,s26,c151,185.5,C
2016,s19,c121,185.5,C
2016,s19,c137,185.5,C
2015,s27,c067,185.5,C
2015,s46,c127,185.5,C
2014,s19,c009,185.5,C
